signal_id,날짜,종목/티커,테마,신호유형,특이값 요약,upside_score,티어,단계 추정,용어 풀이,출처,출처URL,published_at
SIG-0239,2026-07-03,Unitree,"로봇, 휴머노이드",기술로드맵,"무슨 일: Unitree의 기술 발전과 로봇 산업에 미치는 영향에 대한 심층 분석 기사가 Fabricated Knowledge에 게재됨. ｜ 왜 중요: Unitree의 기술 진보는 로봇 및 휴머노이드 시장의 성장 잠재력을 보여주며, 이는 관련 핵심 부품 및 소프트웨어 공급업체에 대한 투자 기회를 조기에 발굴할 수 있는 단서가 된다. ｜ 볼 것: Unitree의 신규 로봇 모델 출시 및 상업화 일정; 휴머노이드 로봇 시장의 전반적인 채택률 및 투자 동향.",7,B,관찰,"Unitree: 중국의 로봇 제조사로, 특히 4족 보행 로봇과 휴머노이드 로봇 개발로 알려져 있음. 휴머노이드 로봇: 인간의 신체와 유사한 형태를 가진 로봇.",Fabricated Knowledge,https://www.fabricatedknowledge.com/p/in-depth-what-unitrees-evolution,2026-06-24
SIG-0240,2026-07-04,CENTRUS ENERGY CORP,핵에너지/우라늄 농축,CAPEX,"무슨 일: 센트러스 에너지(LEU)가 미국 에너지부와 9억 달러 규모의 HALEU 생산 능력 확장을 위한 계약을 체결했으며, 이는 총 10억 달러 이상의 농축 계약의 일부이다. ｜ 왜 중요: 미국 에너지 안보 및 차세대 원자로에 필수적인 HALEU 생산 능력 확장을 위한 대규모 계약으로, 센트러스가 해당 시장에서 핵심적인 위치를 확보하고 장기적인 성장 동력을 확보할 수 있음을 시사한다. ｜ 볼 것: HALEU 생산 능력 증설 진행 상황 및 추가 상업 계약 체결 여부",10,A,초기후반,"HALEU: 고농축 저농축 우라늄으로, 차세대 원자로 연료로 사용됨. LEU: 저농축 우라늄으로, 현재 대부분의 상업용 원자로 연료로 사용됨.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1065059/000162828026046801/,2026-07-02
SIG-0241,2026-07-04,AXT INC,화합물 반도체,수주/백로그,"무슨 일: AXT가 Coherent로부터 2,200만 달러 이상의 선급금을 받고 2026년부터 2028년까지 화합물 반도체 제품 생산 능력 증설 및 공급을 약속했습니다. ｜ 왜 중요: Coherent는 광통신 및 레이저 분야의 주요 고객으로, AXT의 화합물 반도체 기판에 대한 장기적인 수요와 기술력을 인정하고 선제적으로 공급망을 확보하려는 움직임으로 보입니다. 이는 AXT의 향후 실적 성장과 시장 점유율 확대에 긍정적인 신호입니다. ｜ 볼 것: Coherent의 실제 주문량 및 선급금 소진 속도; AXT의 생산 능력 증설 진행 상황 및 가동률",12,A,초기,"화합물 반도체 기판: 실리콘이 아닌 두 가지 이상의 원소로 이루어진 화합물(예: 갈륨비소, 인듐인)로 만든 반도체 기판으로, 고속 통신, 광전자 분야에 주로 사용됩니다. 선급금 (Prepayment): 계약 이행을 보증하거나 공급을 우선적으로 확보하기 위해 미리 지급하는 금액입니다.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1051627/000143774926022557/,2026-07-02
SIG-0242,2026-07-04,Vistra Corp.,전력/유틸리티,공시(8-K),"무슨 일: Vistra Corp.이 2026년 만기 회전 신용 약정 총액을 55억 달러로 증액하는 제18차 수정 계약을 체결했습니다. ｜ 왜 중요: 회전 신용 약정 증액은 회사의 재무 유연성을 높여 향후 성장 투자(CAPEX, M&A 등) 또는 운영 자금 확보에 긍정적인 신호로 해석될 수 있습니다. ｜ 볼 것: 향후 CAPEX 계획 발표, M&A 활동, 또는 신규 발전소 건설/확장 관련 공시",4,관망,관찰,회전 신용 약정 (Revolving Credit Commitment): 은행이 기업에 일정 한도 내에서 자유롭게 빌리고 갚을 수 있도록 제공하는 신용 한도.,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1692819/000114036126026944/,2026-06-30
SIG-0243,2026-07-04,BOF,미분류,수주/백로그,"수주/백로그 신호: BranchOut Food Inc. (BOF) (CIK 0001962481) EX-10.1 2026-07-01. Optional Prepayment . The Company may prepay this Note, without premium or penalty, in whole or in part, with accr...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1962481/000149315226031446/,2026-07-01
SIG-0244,2026-07-04,PRKA,미분류,수주/백로그,"수주/백로그 신호: PARKS AMERICA, INC (PRKA) (CIK 0001297937) EX-10.1 2026-06-30. A&R PROMISSORY NOTE - Page 4 Cendera / Aggieland Safari Section 2.6 Prepayment . Subject to the terms of this Sect...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1297937/000149315226031293/,2026-06-30
SIG-0245,2026-07-04,CCAP,미분류,수주/백로그,"수주/백로그 신호: Crescent Capital BDC, Inc. (CCAP) (CIK 0001633336) 8-K 2026-07-01. The aggregate amount paid was approximately $ 51.6 million, consisting of the remaining principal amount of th...",3,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1633336/000119312526292528/,2026-07-01
SIG-0246,2026-07-04,MAIN,미분류,수주/백로그,수주/백로그 신호: Main Street Capital CORP (MAIN) (CIK 0001396440) EX-10.1 2026-06-30. (a) In connection with the increase of the Revolver Commitments of certain Existing Lenders on the Effective...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1396440/000139644026000082/,2026-06-30
SIG-0247,2026-07-04,NDAQ,전력 인프라,수주/백로그,"수주/백로그 신호: NASDAQ, INC. (NDAQ) (CIK 0001120193) EX-10.1 2026-07-01. and TD SECURITIES (USA) LLC, as Documentation Agents TABLE OF CONTENTS Page ARTICLE I DEFINITIONS 1 SECTION 1.01 Defined...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1120193/000119312526292723/,2026-07-01
SIG-0248,2026-07-04,FIP,AI 인프라,수주/백로그,수주/백로그 신호: FTAI Infrastructure Inc. (FIP) (CIK 0001899883) EX-10.1 2026-07-02. 31 Section 2.10 Voluntary Prepayments. 31 Section 2.11 Mandatory Prepayments 31 Section 2.12 Application of P...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1899883/000114036126027428/,2026-07-02
SIG-0249,2026-07-04,THRM,미분류,수주/백로그,수주/백로그 신호: Gentherm Inc (THRM) (CIK 0000903129) EX-10.1 2026-07-02. THE COMMITMENTS AND CREDIT EXTENSIONS 52 2.01 Loans 52 2.02 Revolving Credit Borrowings; Conversions and Continuations o...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/903129/000119312526293500/,2026-07-02
SIG-0250,2026-07-04,Ares Core Infrastructure Fund,미분류,수주/백로그,"수주/백로그 신호: Ares Core Infrastructure Fund (CIK 0002031750) EX-10.1 2026-07-02. BANK TRUST COMPANY, NATIONAL ASSOCIATION, as Collateral Agent Dated as of September 23, 2025 TABLE OF CONTENTS...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2031750/000203175026000052/,2026-07-02
SIG-0251,2026-07-04,SKYQ,미분류,수주/백로그,"수주/백로그 신호: Sky Quarry Inc. (SKYQ) (CIK 0001812447) EX-10.2 2026-07-02. PREPAYMENT Maker may prepay this Note, in whole or in part, at any time without premium or penalty. Any partial prepa...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1812447/000109690626001038/,2026-07-02
SIG-0252,2026-07-04,SOC,전력 인프라,수주/백로그,수주/백로그 신호: Sable Offshore Corp. (SOC) (CIK 0001831481) EX-10.1 2026-07-02. EX-10.1 8 ex101-xtermloancreditagree.htm EX-10.1 Document Exhibit 10.1 Term Loan Credit Agreement dated as of Jul...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1831481/000183148126000092/,2026-07-02
SIG-0253,2026-07-04,FCN,미분류,수주/백로그,"수주/백로그 신호: FTI CONSULTING, INC (FCN) (CIK 0000887936) EX-10.1 2026-07-01. 60 2.05 Prepayments . Government Securities Business Day”, timing of borrowing requests or prepayment, conversion...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/887936/000119312526291542/,2026-07-01
SIG-0254,2026-07-04,INUV,미분류,수주/백로그,"수주/백로그 신호: Inuvo, Inc. (INUV) (CIK 0000829323) 8-K 2026-07-01. The A‑1 Note can be prepaid in whole or in part at any time, without any prepayment premium or penalty. The B Note can be pre...",3,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/829323/000165495426006459/,2026-07-01
SIG-0255,2026-07-04,DEA,미분류,수주/백로그,"수주/백로그 신호: Easterly Government Properties, Inc. (DEA) (CIK 0001622194) EX-10.2 2026-06-30. 35 34 Section 2.02 Making the Advances..............................................................",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1622194/000119312526289476/,2026-06-30
SIG-0256,2026-07-04,BEEP,미분류,수주/백로그,수주/백로그 신호: Mobile Infrastructure Corp (BEEP) (CIK 0001847874) EX-10.1 2026-06-30. 16 SECTION 2.06 Repayment of Loans; Evidence of Debt 17 SECTION 2.07 Prepayment of Loans 17 SECTION 2.08 E...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1847874/000149315226031287/,2026-06-30
SIG-0257,2026-07-04,CLRO,미분류,수주/백로그,수주/백로그 신호: CLEARONE INC (CLRO) (CIK 0000840715) 8-K 2026-07-01. Prepayment. clro-20260701.htm false 0000840715 CLEARONE INC 0000840715 2026-07-01 2026-07-01 UNITED STATES SECURITIES AND EX...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/840715/000175392626001118/,2026-07-01
SIG-0258,2026-07-05,ADI,미분류,수주/백로그,수주/백로그 신호: ANALOG DEVICES INC (ADI) (CIK 0000006281) EX-10.1 2026-07-02. EX-10.1 2 d112344dex101.htm EX-10.1 EX-10.1 Exhibit 10.1 Execution Version Deal CUSIP: 03265PAV0 Revolver CUSIP: 03...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/6281/000119312526294488/,2026-07-02
SIG-0259,2026-07-05,HBNC,미분류,수주/백로그,수주/백로그 신호: HORIZON BANCORP INC /IN/ (HBNC) (CIK 0000706129) 8-K 2026-06-30. Risks and uncertainties that could cause actual results to differ materially include: changes in the level and v...,4,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/706129/000070612926000054/,2026-06-30
SIG-0260,2026-07-05,Federal Home Loan Bank of New York,미분류,수주/백로그,"수주/백로그 신호: Federal Home Loan Bank of New York (CIK 0001329842) EX-99.1 2026-07-02. These forward-looking statements involve risks and uncertainties including, but not limited to, the Risk...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1329842/000165495426006491/,2026-07-02
SIG-0261,2026-07-05,VTRS,전력 인프라,수주/백로그,수주/백로그 신호: Viatris Inc (VTRS) (CIK 0001792044) EX-10.1 2026-07-01. and SUMITOMO MITSUI BANKING CORPORATION as Mandated Lead Arrangers and Bookrunners TABLE OF CONTENTS Page ARTICLE I DEFIN...,1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1792044/000114036126027216/,2026-07-01
SIG-0262,2026-07-05,CYCU,미분류,신규고객,"신규고객 신호: Cycurion, Inc. (CYCU, CYCUW) (CIK 0001868419) EX-99.1 2026-07-01. Upon closing, Cycurion expects to gain access to approximately 1,000 new customer relationships, including nume...",2,관망,관찰,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1868419/000162828026046358/,2026-07-01
SIG-0263,2026-07-05,Benchmark 2026-V22 Mortgage Trust,미분류,수주/백로그,수주/백로그 신호: Benchmark 2026-V22 Mortgage Trust (CIK 0002126766) EX-4.1 2026-06-30. (2) The Class LR Interest (evidenced by the Class R Certificates) will not have a Certificate Balance or No...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2126766/000153949726001892/,2026-06-30
SIG-0264,2026-07-05,"Cycurion, Inc. (CYCU)",사이버보안 및 공공안전 영상 솔루션,신규고객,"무슨 일: Cycurion, Inc.이 Kustom Entertainment의 영상 솔루션 사업부를 인수하는 자산 매입 계약을 체결했으며, 이를 통해 약 1,000개의 신규 고객 관계와 58개의 특허 포트폴리오를 확보할 것으로 예상됩니다. ｜ 왜 중요: 이 인수는 Cycurion의 고객 기반을 확장하고 AI 기반 사이버보안 및 공공안전 시장에서의 입지를 강화하여 미래 매출 성장을 견인할 잠재력이 있습니다. ｜ 볼 것: 인수 완료 후 신규 고객으로부터의 실제 매출 기여도 및 인수된 사업부의 통합 진행 상황",9,B,초기후반,Asset Purchase Agreement: 자산 매입 계약 (회사의 특정 자산만 매입하는 계약); Non-Dilutive Scale: 비희석적 규모 확장 (주식 발행 없이 규모를 키우는 것),SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1868419/000149315226031333/,2026-06-30
SIG-0265,2026-07-05,FMC,기업재편,공시(8-K),"무슨 일: FMC Corporation이 Tessenderlo Group으로부터 4억 달러 규모의 소수 지분 투자를 유치하고, 이를 포함한 일련의 전략적 조치를 통해 약 10억 달러의 부채 상환 목표를 달성했습니다. ｜ 왜 중요: 이 투자는 FMC의 재무 유연성을 크게 개선하고 부채 부담을 줄여 핵심 사업에 집중할 수 있는 기반을 마련하며, 이는 향후 실적 개선의 잠재적 촉매가 될 수 있습니다. ｜ 볼 것: 향후 부채 감소에 따른 이자 비용 절감 효과; 핵심 사업 부문의 수익성 및 성장률 변화",6,B,초기후반,"Revolving Credit Facility: 기업이 필요할 때마다 자금을 인출하고 상환할 수 있는 유동적인 대출 한도; High-yield bond: 신용 등급이 낮아 이자율이 높은 채권으로, 고수익을 추구하는 투자자에게 매력적일 수 있으나 위험도 높음.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/37785/000095010326009902/,2026-07-01
SIG-0266,2026-07-05,KSS,미분류,수주/백로그,수주/백로그 신호: KOHLS Corp (KSS) (CIK 0000885639) EX-10.1 2026-07-01. as Joint Lead Arrangers and Joint Bookrunners TABLE OF CONTENTS Section Page ARTICLE I DEFINITIONS AND ACCOUNTING TERMS 1 1...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/885639/000119312526292702/,2026-07-01
SIG-0267,2026-07-09,"Penguin Solutions, Inc. (PENG)",AI 인프라,가이던스상향,"무슨 일: Penguin Solutions (PENG)가 견조한 수요와 실행력을 바탕으로 연간 순매출 및 EPS 가이던스를 상향 조정했으며, AI 인프라 부문에서 신규 고객 확보 및 기존 고객 관계 확장에 성공했다. ｜ 왜 중요: AI 인프라 부문의 견조한 수요와 신규 고객 확보를 통해 회사의 실적 개선이 가속화될 것으로 예상되며, 이는 시장의 기대치를 상회하는 성장 잠재력을 시사한다. ｜ 볼 것: 다음 분기 실적 발표 시 AI 인프라 부문 매출 성장률 및 신규 수주 현황.",11,A,초기후반,"EPS: 주당순이익 (Earnings Per Share), 가이던스: 기업이 제시하는 미래 실적 전망치 (Guidance)",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1616533/000161653326000041/,2026-07-07
SIG-0268,2026-07-09,Bain Capital Private Credit,미분류,수주/백로그,수주/백로그 신호: Bain Capital Private Credit (CIK 0001899017) EX-10.1 2026-07-06. 11 ARTICLE III ADDITIONAL TERMS APPLICABLE TO THE FINANCINGS SECTION 3.01 The Advances 44 11 SECTION 3.02 Genera...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1899017/000119312526295047/,2026-07-06
SIG-0269,2026-07-09,OII,미분류,수주/백로그,"수주/백로그 신호: OCEANEERING INTERNATIONAL INC (OII) (CIK 0000073756) EX-10.1 2026-07-07. , as Joint Lead Arrangers and Joint Bookrunners i TABLE OF CONTENTS Page ARTICLE I DEFINITIONS 1 SECTION...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/73756/000007375626000127/,2026-07-07
SIG-0270,2026-07-09,LIME,미분류,수주/백로그,"수주/백로그 신호: Neutron Holdings, Inc. (LIME) (CIK 0001699963) EX-10.1 2026-07-06. Prepayment of Loans 54 SECTION 2.12. Government Securities Business Day,” the definition of “Interest Period,”...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1699963/000162828026047289/,2026-07-06
SIG-0271,2026-07-09,VOYG,미분류,수주/백로그,"수주/백로그 신호: Voyager Technologies, Inc./TX (VOYG) (CIK 0001788060) EX-10.1 2026-07-08. (iii) On the Fourth Amendment Effective Date, (x) each relevant 2026 Incremental Lender shall make avai...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1788060/000162828026047657/,2026-07-08
SIG-0272,2026-07-09,MITI,미분류,수주/백로그,"수주/백로그 신호: Mitesco, Inc. (MITI) (CIK 0000802257) EX-10.2 2026-07-06. Prepayment. Accrued interest on this Note shall be due and payable on the Maturity Date; provided that in the event of...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/802257/000118518526002793/,2026-07-06
SIG-0273,2026-07-09,TPC,미분류,수주/백로그,수주/백로그 신호: TUTOR PERINI CORP (TPC) (CIK 0000077543) EX-10.1 2026-07-06. 89 2.05 Prepayments ...................................................................................................,1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/77543/000007754326000163/,2026-07-06
SIG-0274,2026-07-09,CSAI,미분류,수주/백로그,"수주/백로그 신호: CLOUDASTRUCTURE, INC. (CSAI) (CIK 0001709628) EX-10.2 2026-07-06. Payment; Prepayment . Prepayment . EX-10.2 4 cloud_ex1002.htm PROMISSORY NOTE ISSUED BY CLOUDASTRUCTURE, INC. T...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1709628/000168316826005311/,2026-07-06
SIG-0275,2026-07-09,TKR,전력 인프라,수주/백로그,"수주/백로그 신호: TIMKEN CO (TKR) (CIK 0000098362) EX-10.1 2026-07-06. and PNC Capital Markets LLC , as Joint Lead Arrangers and Joint Bookrunners TABLE OF CONTENTS Page Article I DEFINITIONS AND...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/98362/000120677426000349/,2026-07-06
SIG-0276,2026-07-09,GIC,미분류,수주/백로그,"수주/백로그 신호: GLOBAL INDUSTRIAL Co (GIC) (CIK 0000945114) EX-10.1 2026-07-07. Prepayment of Loans 53 55 Section 2.12. Government Securities Business Day,” the definition of “Interest Period,”...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/945114/000162828026047515/,2026-07-07
SIG-0277,2026-07-09,EFC,미분류,수주/백로그,"수주/백로그 신호: Ellington Financial Inc. (EFC, EFC-PB, EFC-PC, EFC-PD) (CIK 0001411342) EX-99.1 2026-07-08. The following factors are examples of those that could cause actual results to vary f...",3,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1411342/000162828026047658/,2026-07-08
SIG-0278,2026-07-09,RMIX,미분류,수주/백로그,"수주/백로그 신호: Suncrete, Inc. (RMIX) (CIK 0002094433) EX-10.1 2026-07-07. and and CAPITAL ONE, NATIONAL ASSOCIATION, as a Joint Lead Arranger and as a Co-Syndication Agent Arrangers as amended...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/2094433/000119312526297543/,2026-07-07
SIG-0279,2026-07-09,AZTA,미분류,수주/백로그,"수주/백로그 신호: Azenta, Inc. (AZTA) (CIK 0000933974) EX-10.1 2026-07-08. Repayment, prepayment and settlement.......................................................................................",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/933974/000162828026047591/,2026-07-08
SIG-0280,2026-07-09,CVGI,미분류,수주/백로그,"수주/백로그 신호: Commercial Vehicle Group, Inc. (CVGI) (CIK 0001290900) 8-K 2026-07-06. As required by the Company’s secured term loan facility, all such net proceeds were used by the Company to...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1290900/000162828026047101/,2026-07-06
SIG-0281,2026-07-09,A,미분류,수주/백로그,"수주/백로그 신호: Kennedy Lewis Capital Co (CIK 0001911321) EX-10.3 2026-07-07. Prepayments; Voluntary Commitment Reductions 62 2.9. “ Applicable Integral Multiples ” means, for each borrowing an...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1911321/000114036126027772/,2026-07-07
SIG-0282,2026-07-10,QXO,"건축자재 유통, M&A",가이던스상향,"무슨 일: QXO가 2025년 예상 합병 조정 EBITDA를 21억 2,960만 달러로 제시하며, Beacon, Kodiak, TopBuild 인수를 통한 시너지를 반영했다. ｜ 왜 중요: 이 수치는 QXO가 대규모 인수를 통해 구축한 사업의 미래 수익성 잠재력을 구체적으로 보여주며, 시장이 아직 완전히 평가하지 못한 성장 동력을 시사한다. ｜ 볼 것: 1. 2025년 조정 EBITDA 목표 달성 여부 및 분기별 실적 추이. 2. 인수 기업들의 통합 과정에서 발생하는 추가적인 시너지 효과 또는 비용 절감 발표.",6,B,초기,"Adjusted EBITDA: 세금, 이자, 감가상각비, 무형자산상각비 등을 제외하고 기업의 실제 현금 창출 능력을 보여주는 지표. Non-GAAP Measures: 일반적으로 인정되는 회계 원칙(GAAP)에 따르지 않고 기업이 자체적으로 산출한 재무 지표.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1236275/000110465926082040/,2026-07-09
SIG-0283,2026-07-10,Palladyne AI Corp. (PDYN),"AI, 방산, 항공우주",수주/백로그,"무슨 일: Palladyne AI Corp.의 2분기 잠정 매출이 전년 대비 480%, 전분기 대비 66% 증가했으며, 백로그는 1분기 말 1,730만 달러에서 2,400만 달러로 증가했습니다. ｜ 왜 중요: 백로그 증가는 미래 매출의 가시성을 높이고, 높은 매출 성장은 회사의 기술 및 제품에 대한 시장 수요가 강하다는 것을 보여주며, 이는 실적 개선으로 이어질 수 있는 긍정적인 신호입니다. ｜ 볼 것: 다음 분기 실적 발표 시 백로그 및 신규 수주 추이, AI 솔루션 관련 구체적인 고객 계약 확대 여부",12,A,초기후반,"백로그 (Backlog): 고객으로부터 주문을 받았지만 아직 인도되지 않아 미래 매출로 인식될 금액.
embodied AI: 물리적 환경에서 상호작용하고 학습하는 AI 시스템.",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1826681/000119312526297985/,2026-07-08
SIG-0284,2026-07-10,LSTR,미분류,수주/백로그,"수주/백로그 신호: LANDSTAR SYSTEM INC (LSTR) (CIK 0000853816) EX-10.1 2026-07-06. Repayment of Loans; Prepayments; Evidence of Debt 43 Section 2.9. Government Securities Business Day”, the defini...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/853816/000119312526296288/,2026-07-06
SIG-0285,2026-07-10,RXT,미분류,수주/백로그,"수주/백로그 신호: Rackspace Technology, Inc. (RXT) (CIK 0001810019) EX-10.1 2026-07-09. Governmental Securities Business Day,” timing and frequency of determining rates and making payments of yie...",3,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1810019/000181001926000078/,2026-07-09
SIG-0286,2026-07-10,STRL,미분류,수주/백로그,"수주/백로그 신호: STERLING INFRASTRUCTURE, INC. (STRL) (CIK 0000874238) EX-10.1 2026-07-08. 45 Section 2.9 Prepayments ...............................................................................",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/874238/000087423826000093/,2026-07-08
SIG-0287,2026-07-10,EXR,미분류,수주/백로그,"수주/백로그 신호: Extra Space Storage Inc. (EXR) (CIK 0001289490) EX-5.1 2026-07-06. We express no opinion with respect to (i) consents to, or restrictions upon, governing law, jurisdiction, venu...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1289490/000119312526296159/,2026-07-06
SIG-0288,2026-07-10,Overland Advantage,미분류,수주/백로그,수주/백로그 신호: Overland Advantage (CIK 0001965934) EX-10.1 2026-07-09. 75 74 Section 2.09 Unused Fee 76 75 Section 2.10 Increased Costs; Capital Adequacy; Compensation for Losses 76 75 Section...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1965934/000119312526299691/,2026-07-09
SIG-0289,2026-07-10,NWTG,미분류,수주/백로그,"수주/백로그 신호: Newton Golf Company, Inc. (NWTG) (CIK 0001934245) EX-10.1 2026-07-08. (d) Permitted Prepayment . Borrower shall have the option to prepay the Advances, in whole or in part, with...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1934245/000149315226032498/,2026-07-08
SIG-0290,2026-07-10,Overland Advantage,미분류,수주/백로그,수주/백로그 신호: Overland Advantage (CIK 0001965934) EX-10.1 2026-07-09. 75 74 Section 2.09 Unused Fee 76 75 Section 2.10 Increased Costs; Capital Adequacy; Compensation for Losses 76 75 Section...,2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1965934/000119312526299312/,2026-07-09
SIG-0291,2026-07-10,ACDC,미분류,수주/백로그,"수주/백로그 신호: ProFrac Holding Corp. (ACDC) (CIK 0001881487) EX-10.1 2026-07-06. EX-10.1 3 tm2619787d1_ex10-1.htm EXHIBIT 10.1 Exhibit 10.1 EXECUTION CREDIT AGREEMENT Dated as of July 1, 2026...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1881487/000110465926080566/,2026-07-06
SIG-0292,2026-07-10,OPTU,미분류,수주/백로그,"수주/백로그 신호: Optimum Communications, Inc. (OPTU) (CIK 0001702780) EX-10.1 2026-07-06. Voluntary Prepayments 59 Section 2.13. Mandatory Prepayments 60 Section 2.14. “ Applicable Premium ” mea...",2,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1702780/000110465926080797/,2026-07-06
SIG-0293,2026-07-10,RES,미분류,수주/백로그,"수주/백로그 신호: RPC INC (RES) (CIK 0000742278) EX-99.1 2026-07-07. THE COMMITMENTS AND CREDIT EXTENSIONS 37 2.01 Committed Loans 37 2.02 Borrowings, Conversions and Continuations of Committed L...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/742278/000110465926081292/,2026-07-07
SIG-0294,2026-07-10,Synergy Empire Ltd,미분류,수주/백로그,"수주/백로그 신호: Synergy Empire Ltd (CIK 0001766267) EX-99.3 2026-07-06. SYNERGY EMPIRE LIMITED UNAUDITED PRO FORMA CONDENSED COMBINED BALANCE SHEET AS OF DECEMBER 31, 2024 (Currency expressed i...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1766267/000149315226032112/,2026-07-06
SIG-0295,2026-07-10,PSTL,미분류,수주/백로그,"수주/백로그 신호: Postal Realty Trust, Inc. (PSTL) (CIK 0001759774) EX-10.1 2026-07-07. -49- Section 2.1 Term Loan Facilities -49- Section 2.2 Revolving Facility -50- Section 2.3 Letters of Credi...",1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1759774/000162828026047540/,2026-07-07
SIG-0296,2026-07-10,BYRN,미분류,신규고객,"신규고객 신호: Byrna Technologies Inc. (BYRN) (CIK 0001354866) EX-99.1 2026-07-09. “We are seeing encouraging early results from our “try before you buy” program, which is attracting new custo...",2,관망,관찰,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1354866/000143774926023101/,2026-07-09
SIG-0297,2026-07-10,AVT,미분류,수주/백로그,수주/백로그 신호: AVNET INC (AVT) (CIK 0000008858) EX-10.1 2026-07-06. (a) Each Purchaser and each other party hereto hereby severally agrees that if (i) the Agent notifies (which such notice sha...,1,관망,초기,,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/8858/000000885826000062/,2026-07-06
